id,name,url,platform,catalog_type,government_level,country,country_name,owner_name,owner_type,api_endpoint,dataset_count,status
datos.qroo.gob.mx,Datos Abiertos QROO,https://datos.qroo.gob.mx/,ckan,Open data portal,state,MX,Mexico,Quintana Roo government,Regional government,,0,active
datosabiertos.sanjuan.gob.ar,Datos Abiertos San Juan,https://datosabiertos.sanjuan.gob.ar,ckan,Open data portal,local,AR,Argentina,Gobierno de San Juan,Local government,,0,active
datos.santafe.gob.ar,Datos abiertos Santa Fe,https://datos.santafe.gob.ar,ckan,Open data portal,state,AR,Argentina,Provincia de Santa Fe,Regional government,,0,active
opendata.sitcan.es,Datos abiertos SITCAN de Canarias,http://opendata.sitcan.es,ckan,Open data portal,state,ES,Spain,Gobierno de Canarias,Regional government,,0,active
datosabiertos.valledelcauca.gov.co,Datos Abiertos Valle del Cauca,https://datosabiertos.valledelcauca.gov.co,ckan,Open data portal,state,CO,Colombia,Gobernacion del Valle del Cauca,Regional government,https://datosabiertos.valledelcauca.gov.co/api/3,49,active
datos.magyp.gob.ar,"Datos Agricultura, Ganaderia y Pesca",https://datos.magyp.gob.ar,ckan,Open data portal,federal,AR,Argentina,"Ministerio de Agricultura, Ganadería y Pesca",Central government,,0,active
datos.gob.ar,Datos Argentina,https://datos.gob.ar,ckan,Open data portal,federal,AR,Argentina,Jefatura de Gabinete de Ministros,Central government,,0,active
datasets.datos.mincyt.gob.ar,Datos de la Ciencia y la Tecnologia Argentina,https://datasets.datos.mincyt.gob.ar,ckan,Open data portal,state,AR,Argentina,"Ministerio de Ciencia, Tecnología e Innovación",Central government,,0,active
datos.energia.gob.ar,Datos Energía,http://datos.energia.gob.ar,ckan,Open data portal,federal,AR,Argentina,Secretaría de Energía,Central government,https://datos.energia.gob.ar/api/3,0,active
datos.jesusmaria.gov.ar,Datos Jesús María,https://datos.jesusmaria.gov.ar,ckan,Open data portal,local,AR,Argentina,Municipalidad de Jesús María,Local government,,0,active
datos.quilmes.gov.ar,Datos Quilmes Gobierno,http://datos.quilmes.gov.ar,ckan,Open data portal,local,AR,Argentina,Municipio de Quilmes,Local government,,0,active
datos.csjn.gov.ar,datos.csjn.gov.ar (Corte Suprema de Justicia de la Nación),https://datos.csjn.gov.ar,ckan,Open data portal,federal,AR,Argentina,Corte Suprema de Justicia de la Nación,Central government,https://datos.csjn.gov.ar/api/3,291,active
datos.gob.es,Datos.gob.es Open Data Portal,https://datos.gob.es/es/catalogo,ckan,Open data portal,federal,ES,Spain,Datos.gob.es,Central government,https://datos.gob.es/api/3,0,active
dcor.mpl.mpg.de,DCOR Open Data Portal,https://dcor.mpl.mpg.de,ckan,Open data portal,federal,DE,Germany,Max Planck Institute,Academy,,0,active
data.deliserdangkab.go.id,Deliserdangkab Open Data Portal,https://data.deliserdangkab.go.id,ckan,Open data portal,local,ID,Indonesia,Deli Serdang Regency Government,Local government,https://data.deliserdangkab.go.id/api/3,0,active
demo.datashades.com,Demo Open Data Portal,https://demo.datashades.com,ckan,Open data portal,international,World,World,Demo,Business,https://demo.datashades.com/api/3,172,active
opendata.depa.or.th,depa Open Data,https://opendata.depa.or.th,ckan,Open data portal,federal,TH,Thailand,"Digital Economy Promotion Agency (depa), Thailand",Central government,https://opendata.depa.or.th/api/3,11,active
opendata.agriculture.gov.ie,"Department of Agriculture, Food and the Marine Open Data Portal",https://opendata.agriculture.gov.ie,ckan,Open data portal,federal,IE,Ireland,"Department of Agriculture, Food and the Marine of Ireland",Central government,https://opendata.agriculture.gov.ie/api/3,58,active
datacatalog.doa.go.th,"Department of Agriculture, Thailand Open Data Portal",https://datacatalog.doa.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Agriculture, Thailand",Central government,https://datacatalog.doa.go.th/api/3,0,active
gdcatalog.airports.go.th,Department of Airports Government Data Catalog,https://gdcatalog.airports.go.th/,ckan,Open data portal,federal,TH,Thailand,Department of Airports,Central government,https://gdcatalog.airports.go.th/api/3,4,active
opendata.dbd.go.th,Department of Business Development Open Data,https://opendata.dbd.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Business Development,Central government,https://opendata.dbd.go.th/api/3,0,active
data.ed.gov,Department of Education Open Data Platform,https://data.ed.gov,ckan,Open data portal,federal,US,United States,US Department of Education,Central government,https://data.ed.gov/api/3,992,active
catalog.doe.go.th,"Department of Energy, Thailand Open Data Portal",https://catalog.doe.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Energy, Thailand",Central government,,0,active
dms.hiv.health.gov.mw,"Department of HIV, AIDS & Viral Hepititis (DHA) Document Management System",https://dms.hiv.health.gov.mw,ckan,Open data portal,federal,MW,Malawi,"HIV, AIDS & Viral Hepititis Ministry of Health, Malawi",Central government,https://dms.hiv.health.gov.mw/api/3,0,active
opendata.housing.gov.ie,Department of Housing Open Data Portal,https://opendata.housing.gov.ie,ckan,Open data portal,federal,IE,Ireland,"Department of Housing, Local Government and Heritage",Central government,https://opendata.housing.gov.ie/api/3,456,active
catalog.dip.go.th,Department of Industrial Promotion Data Catalog,https://catalog.dip.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Industrial Promotion,Central government,https://catalog.dip.go.th/api/3,0,active
datacatalog.dit.go.th,"Department of Information Technology (DIT), Thailand Open Data Portal",https://datacatalog.dit.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Information Technology (DIT), Thailand",Central government,https://datacatalog.dit.go.th/api/3,1,active
itd.gdcatalog.go.th,"Department of Information Technology, Thailand Open Data Portal",https://itd.gdcatalog.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Information Technology, Thailand",Central government,https://itd.gdcatalog.go.th/api/3,0,active
catalog.ipthailand.go.th,Department of Intellectual Property Data Catalog,https://catalog.ipthailand.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Intellectual Property (DIP), Ministry of Commerce, Thailand",Central government,https://catalog.ipthailand.go.th/api/3,16,active
lddcatalog.ldd.go.th,Department of Land Development Accounting System,https://lddcatalog.ldd.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Land Developmnet Thailand,Central government,https://lddcatalog.ldd.go.th/api/3,22,active
gdcatalog.dlt.go.th,Department of Land Transport Government Data Catalog,https://gdcatalog.dlt.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Land Transport,Central government,https://gdcatalog.dlt.go.th/api/3,0,active
opendata.dmcr.go.th,Department of Marine and Coastal Resources Data disclosure system,https://opendata.dmcr.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Marine and Coastal Resources (Thailand),Central government,https://opendata.dmcr.go.th/api/3,0,active
catalog.dnp.go.th,"Department of National Parks, Wildlife and Plant Conservation data catalog",https://catalog.dnp.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of National Parks, Wildlife and Plant Conservation (Thailand)",Central government,https://catalog.dnp.go.th/api/3,0,active
opendata.dpe.go.th,"Department of Physical Education, Thailand Open Data Portal",https://opendata.dpe.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Physical Education, Thailand",Central government,,0,active
catalog.dopa.go.th,"Department of Provincial Administration, Thailand Open Data Portal",https://catalog.dopa.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Provincial Administration, Thailand",Central government,https://catalog.dopa.go.th/api/3,0,active
dataportal.drr.go.th,Department of Rural Roads (Thailand) open data,http://dataportal.drr.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Rural Roads (Thailand),Central government,http://dataportal.drr.go.th/api/3,0,active
opendata.dsd.go.th,Department of Skill Development data catalog,https://opendata.dsd.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Skill Development (Thailand),Central government,https://opendata.dsd.go.th/api/3,13,active
data.dss.go.th,"Department of Social Development and Welfare, Thailand Open Data Portal",https://data.dss.go.th,ckan,Open data portal,federal,TH,Thailand,"Department of Social Development and Welfare, Thailand",Central government,https://data.dss.go.th/api/3,17,active
ckan.dsi.go.th,Department of Special Investigation Data catalog (Thailand),https://ckan.dsi.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Special Investigation (Thailand),Central government,https://ckan.dsi.go.th/api/3,7,active
data.depositar.io,depositar.io Open Data Portal,https://data.depositar.io,ckan,Open data portal,federal,TW,Taiwan,depositar.io,Academy,https://data.depositar.io/api/3,3373,active
losd-data.staging.derilinx.com,Derilinx Open Data Portal,https://losd-data.staging.derilinx.com,ckan,Open data portal,international,World,World,Derilinx,Business,https://losd-data.staging.derilinx.com/api/3,0,active
catalog.dasta.or.th,Designated Areas for Sustainable Tourism Administration accounting system,https://catalog.dasta.or.th,ckan,Open data portal,federal,TH,Thailand,Designated Areas for Sustainable Tourism Administration (Public Organization),Central government,https://catalog.dasta.or.th/api/3,0,active
ckan.grassroots.tools,Designing Future Wheat CKAN,https://ckan.grassroots.tools,ckan,Open data portal,federal,GB,United Kingdom,Earlham Institute,Academy,https://ckan.grassroots.tools/api/3,539,active
detroitdata.org,DetroitData,https://detroitdata.org,ckan,Open data portal,state,US,United States,DetroitData,Civil society,https://detroitdata.org/api/3,1586,active
opendata.dfki.uni-trier.de,DFKI - CSS Data Storage,https://opendata.dfki.uni-trier.de/,ckan,Open data portal,state,DE,Germany,DFKI / University of Trier,Academy,,0,active
catalog-dga.data.go.th,DGA Data Catalog,https://catalog-dga.data.go.th,ckan,Open data portal,federal,TH,Thailand,Digital Government Development Agency (DGA),Central government,https://catalog-dga.data.go.th/api/3,32,active
satudata.dharmasrayakab.go.id,Dharmasraya Regency Government Open Data Portal,https://satudata.dharmasrayakab.go.id,ckan,Open data portal,local,ID,Indonesia,Dharmasraya Regency Government,Local government,https://satudata.dharmasrayakab.go.id/api/3,399,active
diavgeia.gov.gr,Diavgeia Geoportal - Υπουργείο Ψηφιακής Διακυβέρνησης (Ministry of Digital Governance),https://diavgeia.gov.gr,ckan,Open data portal,federal,GR,Greece,Υπουργείο Ψηφιακής Διακυβέρνησης (Ministry of Digital Governance),Central government,,0,active
ckan.dice-research.org,Dice Research Open Data Portal,https://ckan.dice-research.org/,ckan,Open data portal,international,World,World,Dice Research,Academy,https://ckan.dice-research.org/api/3,0,active
dl006.madgik.di.uoa.gr,"Digital Library of Madgik, DI, UoA",https://dl006.madgik.di.uoa.gr/,ckan,Open data portal,federal,GR,Greece,"Department of Informatics, University of Athens",Academy,https://dl006.madgik.di.uoa.gr/api/3,0,active
datasets.catalogue.data.gov.dk,Digitaliseringsstyrelsen,https://datasets.catalogue.data.gov.dk,ckan,Open data portal,federal,DK,Denmark,Government of Denmark,Central government,https://datasets.catalogue.data.gov.dk/api/3,0,active
ckan.diplab.uplb.edu.ph,DIP Lab: Development Innovations and Policy Laboratory,https://ckan.diplab.uplb.edu.ph,ckan,Open data portal,federal,PH,Phillipines,The Development Innovations and Policy Laboratory (DIP Lab),Academy,https://ckan.diplab.uplb.edu.ph/api/3,0,active
datosabiertossalamanca.es,Diputación de Salamanca - Datos abiertos,https://datosabiertossalamanca.es/organization/diputacion-de-salamanca,ckan,Open data portal,local,ES,Spain,Diputación de Salamanca - Datos abiertos,Local government,https://datosabiertossalamanca.es/api/3,51,active
datosabiertos.dphuesca.es,Diputación Provincial de Huesca Open Data Portal,https://datosabiertos.dphuesca.es,ckan,Open data portal,state,ES,Spain,Diputación Provincial de Huesca,Regional government,https://datosabiertos.dphuesca.es/api/3,49,active
datosestadistica.cba.gov.ar,Dirección General de Estadística y Censos de Córdoba,https://datosestadistica.cba.gov.ar,ckan,Open data portal,state,AR,Argentina,Dirección General de Estadística y Censos,Central government,https://datosestadistica.cba.gov.ar/api/3,0,active
disada.lebakkab.go.id,Disada Lebakkab Open Data Portal,https://disada.lebakkab.go.id,ckan,Open data portal,local,ID,Indonesia,Dinas Komunikasi dan Informatika Kabupaten Lebak,Local government,https://disada.lebakkab.go.id/api/3,0,active
data.disl.dev,Disl Open Data Portal,https://data.disl.dev,ckan,Open data portal,international,World,World,Disl,Business,https://data.disl.dev/api/3,0,active
data.diversitydatakids.org,Diversity data for kids data portal,https://data.diversitydatakids.org,ckan,Open data portal,federal,US,United States,"Institute for Child, Youth and Family Policy at Brandeis University",Civil society,https://data.diversitydatakids.org/api/3,0,active
opendata.dla.go.th,DLA Open Data,https://opendata.dla.go.th/,ckan,Open data portal,federal,TH,Thailand,"Department of Local Administration (DLA), Thailand",Central government,https://opendata.dla.go.th/api/3,29,active
catalog.dmh.go.th,DMH Data catalog,https://catalog.dmh.go.th,ckan,Open data portal,federal,TH,Thailand,Departement of Mentral health (Thailand),Central government,https://catalog.dmh.go.th/api/3,290,active
data.dniprorada.gov.ua,Dnipro City Open Data Portal,https://data.dniprorada.gov.ua,ckan,Open data portal,local,UA,Ukraine,Dnipro City Council,Local government,https://data.dniprorada.gov.ua/api/3,0,active
donnees.cmm.qc.ca,Données de la Communauté métropolitaine de Montréal,https://donnees.cmm.qc.ca,ckan,Open data portal,state,CA,Canada,Communauté métropolitaine de Montréal,Regional government,https://donnees.cmm.qc.ca/api/3,1,active
donnees.ville.montreal.qc.ca,Données ouvertes Monreal,https://donnees.ville.montreal.qc.ca,ckan,Open data portal,local,CA,Canada,Ville de Montréal,Local government,https://donnees.ville.montreal.qc.ca/api/3,397,active
donneesquebec.ca,Données Québec,https://donneesquebec.ca,ckan,Open data portal,state,CA,Canada,Government of Quebec,Regional government,https://donneesquebec.ca/api/3,1584,active
donnees-data.asc-csa.gc.ca,donnees-data.asc-csa.gc.ca (Canadian Space Agency Open Data Portal),https://donnees-data.asc-csa.gc.ca,ckan,Open data portal,federal,CA,Canada,Canadian Space Agency,Central government,https://donnees-data.asc-csa.gc.ca/api/3,0,active
opendata.drohobych-rada.gov.ua,Drohobych City Open Data Portal,https://opendata.drohobych-rada.gov.ua,ckan,Open data portal,local,UA,Ukraine,Дрогобицька міська рада (Drohobych City Council),Local government,,0,active
data.smartdublin.ie,Dublinked Open Data for the Dublin Region,https://data.smartdublin.ie,ckan,Open data portal,local,IE,Ireland,Smart Dublin,Local government,https://data.smartdublin.ie/api/3,897,active
repository.duchennedatafoundation.org,Duchenne Data Repository,https://repository.duchennedatafoundation.org,ckan,Open data portal,federal,NL,Netherlands,Duchenne Data Foundation,Other,https://repository.duchennedatafoundation.org/api/3,26,active
data.dundeecity.gov.uk,Dundee City Council Open Data Portal,https://data.dundeecity.gov.uk,ckan,Open data portal,local,GB,United Kingdom,Dundee City Council,Local government,,0,active
ckan.dwr.go.th,DWR Data catalog (Thailand),http://ckan.dwr.go.th,ckan,Open data portal,federal,TH,Thailand,Department of Water Resources Ministry of Natural Resources and Environment (Thailand),Central government,http://ckan.dwr.go.th/api/3,42,active
opendata.eawag.ch,Eawag Open Data Portal,https://opendata.eawag.ch,ckan,Open data portal,federal,CH,Switzerland,Eawag - Swiss Federal Institute of Aquatic Science and Technology,Academy,https://opendata.eawag.ch/api/3,402,active
ecaidata.org,ECAI CKAN Portal,https://ecaidata.org,ckan,Open data portal,federal,US,United States,Electronic Cultural Archive Initiative,Academy,https://ecaidata.org/api/3,1209,active
data.ecosis.org,EcoSIS Spectral Library,https://data.ecosis.org,ckan,Open data portal,federal,US,United States,University of Wisconsin,Academy,https://data.ecosis.org/api/3,217,active
data.mdsc.hokudai.ac.jp,"Educational data provision system operated by the Center for Mathematics and Data Science, Hokkaido University",https://data.mdsc.hokudai.ac.jp,ckan,Open data portal,federal,JP,Japan,Hokkaido University,Academy,https://data.mdsc.hokudai.ac.jp/api/3,27,active
pref.ehime.jp,Ehime Prefecture Open Data Catalog,https://www.pref.ehime.jp,ckan,Open data portal,state,JP,Japan,Ehime Prefecture,Regional government,https://www.pref.ehime.jp/api/3/action/package_list,0,active
sbsopendata.ekitistate.gov.ng,Ekiti State Open Data Portal,http://sbsopendata.ekitistate.gov.ng,ckan,Open data portal,state,NG,Nigeria,Ekiti,Regional government,http://sbsopendata.ekitistate.gov.ng/api/3,37,active
opendata.ekostrateg.com,ekostrateg Open Data Portal,https://opendata.ekostrateg.com,ckan,Open data portal,federal,PL,Poland,ekostrateg,Business,https://opendata.ekostrateg.com/api/3,0,active
datosretc.mma.gob.cl,El Registro de Emisiones y Transferencias de Contaminantes (RETC),https://datosretc.mma.gob.cl,ckan,Open data portal,federal,CL,Chile,Ministerio del Medio Ambiente,Central government,https://datosretc.mma.gob.cl/api/3,17,active
indicadores.pr,El Sistema de Indicadores de Puerto Ric,https://indicadores.pr,ckan,Open data portal,state,US,United States,Instituto de Estadísticas de Puerto Rico,Regional government,,0,active
indicadores.estadisticas.pr,El Sistema de Indicadores de Puerto Rico (Indicadores.PR),https://indicadores.estadisticas.pr,ckan,Open data portal,federal,US,United States,Instituto de Estadísticas de Puerto Rico,Regional government,,0,active
opendata.etda.or.th,"Electronic Transactions Development Agency (ETDA), Thailand Open Data Portal",https://opendata.etda.or.th,ckan,Open data portal,federal,TH,Thailand,"Electronic Transactions Development Agency (ETDA), Thailand",Central government,https://opendata.etda.or.th/api/3,62,active
ckan.emac.gsfc.nasa.gov,EMAC Open-Source CKAN Data Repository,https://ckan.emac.gsfc.nasa.gov,ckan,Open data portal,federal,US,United States,GSFC Exoplanet Modeling and Analysis Center (EMAC),Academy,https://ckan.emac.gsfc.nasa.gov/api/3,34,active
energydata.uct.ac.za,Energy Research Data Portal - University of Cape Town,http://energydata.uct.ac.za,ckan,Open data portal,federal,ZA,South Africa,"Energy Research Centre, University of Cape Town",Academy,http://energydata.uct.ac.za/api/3,0,active
docs.entsoe.eu,ENTSO-E Docs,https://docs.entsoe.eu,ckan,Open data portal,federal,EU,European Union,ENTSO-E,Business,https://docs.entsoe.eu/api/3,0,active
envidat.ch,EnviDat,https://www.envidat.ch,ckan,Open data portal,federal,CH,Switzerland,EnviDat,Academy,https://www.envidat.ch/api/3,815,active
epos-msl.uu.nl,EPOS Multi-Scale Labs data catalogue,https://epos-msl.uu.nl,ckan,Open data portal,federal,NL,Netherlands,Utrecht University,Academy,https://epos-msl.uu.nl/api/3,0,active
op.espoch.edu.ec,Escuela Superior Politécnica de Chimborazo open data,http://op.espoch.edu.ec,ckan,Open data portal,state,EC,Ecuador,Escuela Superior Politécnica de Chimborazo,Academy,http://op.espoch.edu.ec/api/3,0,active
dados.es.gov.br,Espírito Santo Opendata,https://dados.es.gov.br,ckan,Open data portal,state,BR,Brazil,Government of Espírito Santo,Regional government,https://dados.es.gov.br/api/3,411,active
www2.imss.gob.mx,Estadísticas e Informes - IMSS,https://www2.imss.gob.mx,ckan,Open data portal,federal,MX,Mexico,Instituto Mexicano del Seguro Social (IMSS),Central government,,0,active
data.moa.gov.et,Ethiopian National Agri Data Hub,https://data.moa.gov.et,ckan,Open data portal,federal,ET,Ethiopia,FDRE Ministry of Agriculture (MoA),Central government,https://data.moa.gov.et/api/3,0,active
data.gov.et,Ethiopian Open Data Portal,https://data.gov.et,ckan,Open data portal,federal,ET,Ethiopia,Government of Ethiopia,Central government,,0,active
etnaopen.comune.catania.it,Etna Open - Comune di Catania Data Catalog,https://etnaopen.comune.catania.it,ckan,Open data portal,local,IT,Italy,Comune di Catania,Local government,https://etnaopen.comune.catania.it/api/3,0,active
data.edincubator.eu,European Data Incubator Data Catalog,https://data.edincubator.eu,ckan,Open data portal,federal,EU,European Union,European Data Incubator,Academy,https://data.edincubator.eu/api/3,0,active
europeandataportal.eu,European Data Portal,https://www.europeandataportal.eu/,ckan,Open data portal,,,,,,https://www.europeandataportal.eu/data/en/api,0,
catalog.excise.go.th,Excise Department Data Catalog,https://catalog.excise.go.th,ckan,Open data portal,federal,TH,Thailand,"Excise Department, Thailand",Central government,https://catalog.excise.go.th/api/3,0,active
ckan.acs.beniculturali.it,Extract from http://ckan.acs.beniculturali.it/,http://ckan.acs.beniculturali.it/,ckan,Open data portal,federal,IT,Italy,Government of Italy,Central government,http://ckan.acs.beniculturali.it/api/3,0,active
ckanprod-alma.ucar.edu,Extracted from https://ckanprod-alma.ucar.edu,https://ckanprod-alma.ucar.edu,ckan,Open data portal,federal,US,United States,University corporation for Atmospheric research,Academy,https://ckanprod-alma.ucar.edu/api/3,0,active
daten.buergernetz.bz.it,Extraction from http://daten.buergernetz.bz.it,http://daten.buergernetz.bz.it,ckan,Open data portal,local,IT,Italy,City South Tyrol,Local government,http://daten.buergernetz.bz.it/api/3,952,active
fair3r.fr,Fair3R,https://fair3r.fr/,ckan,Open data portal,federal,FR,France,GIS FC3R (France Center 3R),Research organisation,,0,active
dataportal.saeri.org,Falkland Islands Data Portal,http://dataportal.saeri.org,ckan,Open data portal,federal,GB,United Kingdom,IMS-GIS Data Centre,Academy,http://dataportal.saeri.org/api/3,985,active
clh-ckan.apps.fao.org,FAO CLH CKAN Data Catalog,https://clh-ckan.apps.fao.org,ckan,Open data portal,federal,IT,Italy,Food and Agriculture Organization of the United Nations (FAO),International,,0,active
data.apps.fao.org,FAO Data Catalogue,https://data.apps.fao.org/catalog,ckan,Open data portal,federal,World,World,Food and Agriculture Organization of the United Nations,International,https://data.apps.fao.org/catalog/api/3,11596,active
farmerone.in.th,Farmer ONE,https://farmerone.in.th,ckan,Open data portal,federal,TH,Thailand,National Electronics and Computer Technology Center,Central government,https://farmerone.in.th/api/3,0,active
fdlmes-ckan.getmap.gr,Fdlmes-ckan Geoportal - Unknown,https://fdlmes-ckan.getmap.gr,ckan,Open data portal,federal,GR,Greece,Getmap,Central government,,0,active
catalog.data.faa.gov,Federal Aviation Administration Open Data Portal,https://catalog.data.faa.gov,ckan,Open data portal,federal,US,United States,Federal Aviation Administration,Central government,https://catalog.data.faa.gov/api/3,6,active
fds-ckan.apps.digilab.network,Federatief Datastelsel Catalog,https://fds-ckan.apps.digilab.network/,ckan,Open data portal,federal,NL,Netherlands,Digilab,Central government,https://fds-ckan.apps.digilab.network/api/3,8,active
data.fid-move.de,FID move,https://data.fid-move.de,ckan,Open data portal,federal,DE,Germany,FID move (Fachinformationsdienst Mobilitäts- und Verkehrsforschung),Academy,https://data.fid-move.de/api/3,25,active
datasets.fieldsofview.in,Fields of View Data Repository,https://datasets.fieldsofview.in,ckan,Open data portal,federal,IN,India,Fields of View Society,Civil society,https://datasets.fieldsofview.in/api/3,0,active
data.fingrid.fi,Fingridin avoin data,https://data.fingrid.fi,ckan,Open data portal,federal,FI,Finland,Fingrid,Central government,,0,active
api.data.apps.fao.org,Food and Agriculture Organization of the United Nations (FAO) Open Data Portal,https://api.data.apps.fao.org,ckan,Open data portal,federal,World,World,Food and Agriculture Organization of the United Nations (FAO),International,,0,active
api.foodsecurityportal.org,Food Security Portal API,https://api.foodsecurityportal.org,ckan,Open data portal,federal,US,United States,"Not specified in search results; however, related food security data catalogs (e.g., FAO, USDA, World Bank) are managed by international and government organizations.",Civil society,https://api.foodsecurityportal.org/api/3,0,active
opendata.fortsmithar.gov,Fort Smith Open Data Catalog,http://opendata.fortsmithar.gov,ckan,Open data portal,local,US,United States,City of Fort Smith,Local government,,0,active
dados.fortaleza.ce.gov.br,Fortaleza Dados Abertos,https://dados.fortaleza.ce.gov.br,ckan,Open data portal,local,BR,Brazil,Fortaleza,Local government,https://dados.fortaleza.ce.gov.br/api/3,634,active
opendata.francedatareseau.fr,France Data Réseau,https://opendata.francedatareseau.fr/,ckan,Open data portal,federal,FR,France,France Data Réseau,Central government,,0,active
data.win-h.jp,Fukuyama City Open Data Catalog (data.win-h.jp),https://data.win-h.jp,ckan,Open data portal,local,JP,Japan,Fukuyama City,Local government,https://data.win-h.jp/api/3,38,active
data.city.fukuyama.hiroshima.jp,Fukuyama City Open Data Portal,https://data.city.fukuyama.hiroshima.jp,ckan,Open data portal,local,JP,Japan,Fukuyama City,Local government,https://data.city.fukuyama.hiroshima.jp/api/3,56,active
gagnagatt.reykjavik.is,Gagnagátt,https://gagnagatt.reykjavik.is,ckan,Open data portal,local,IS,Iceland,Reykjavíkurborg,Local government,https://gagnagatt.reykjavik.is/api/3,591,active
data.gayolueskab.go.id,Gayo Lues Regency Government Open Data Portal,https://data.gayolueskab.go.id,ckan,Open data portal,local,ID,Indonesia,Gayo Lues Regency Government,Local government,https://data.gayolueskab.go.id/api/3,229,active
acikveri.gaziantep.bel.tr,Gaziantep Metropolitan Municipality's Open Data Portal,https://acikveri.gaziantep.bel.tr,ckan,Open data portal,state,TR,Turkey,Gaziantep Metropolitan Municipality,Regional government,https://acikveri.gaziantep.bel.tr/api/3,0,active
ckan.smartenschede.nl,Gemeente Enschede Open Data Portal,http://ckan.smartenschede.nl,ckan,Open data portal,local,NL,Netherlands,Gemeente Enschede,Local government,http://ckan.smartenschede.nl/api/3,0,active
data.genderdatalab.org,Gender Data Lab Data Catalog,https://data.genderdatalab.org,ckan,Open data portal,state,ES,Spain,Gender Data Lab,Civil society,https://data.genderdatalab.org/api/3,12,active
genderopendata.org,Gender Open Data,https://genderopendata.org,ckan,Open data portal,federal,KE,Kenya,Center for Women Rights Advocacy (CWRA) and Tenery Research,Other,,0,active
dataportal.geofyn.dk,Geo Fyn,https://dataportal.geofyn.dk,ckan,Open data portal,local,DK,Denmark,Geo Fyn,Local government,https://dataportal.geofyn.dk/api/3,0,active
geo4.dev,Geo4Dev Data Catalog,https://geo4.dev,ckan,Open data portal,,World,World,Center for Effective Global Action (CEGA),Academy,https://geo4.dev/api/3,0,active
geocatalogus.nl,Geocatalogus Open Data Portal,https://geocatalogus.nl,ckan,Open data portal,federal,NL,Netherlands,Geocatalogus.nl,Business,https://geocatalogus.nl/api/3,16,active
data.beta.geodan.nl,Geodan Open Data Portal,https://data.beta.geodan.nl,ckan,Open data portal,federal,NL,Netherlands,Geodan,Business,https://data.beta.geodan.nl/api/3,146,active
geodata.gov.gr,Geodata.gov.gr Open Geospatial Data Portal,https://geodata.gov.gr,ckan,Open data portal,federal,GR,Greece,IMIS/Athena RC,Central government,https://geodata.gov.gr/api/3,0,active
data.geods.ac.uk,Geographic Data Service,https://data.geods.ac.uk,ckan,Open data portal,federal,GB,United Kingdom,Smart Data Research UK,Academy,https://data.geods.ac.uk/api/3,0,active
geoinfo.dados.embrapa.br,Geoinfo Embrapa,https://geoinfo.dados.embrapa.br/,ckan,Open data portal,federal,BR,Brazil,Empresa Brasileira de Pesquisa Agropecuária (Embrapa),Central government,,0,active
geokur-dmp.geo.tu-dresden.de,GeoKur,https://geokur-dmp.geo.tu-dresden.de,ckan,Open data portal,federal,DE,Germany,Technische Universität Dresden (TUD),Academy,https://geokur-dmp.geo.tu-dresden.de/api/3,63,active
ckan.geomaster.pt,GeoMaster CKAN,https://ckan.geomaster.pt,ckan,Open data portal,federal,PT,Portugal,GeoMaster,Other,https://ckan.geomaster.pt/api/3,10,active
kbs.geoproproject.eu,GEOPRO Knowledge-base,https://kbs.geoproproject.eu,ckan,Open data portal,federal,EU,European Union,GEOPRO PROJECT,Academy,https://kbs.geoproproject.eu/api/3,0,active
data.gss.stonybrook.edu,Geospatial Center Data Hub,https://data.gss.stonybrook.edu/,ckan,Open data portal,state,US,United States,Stony Brook University,Academy,https://data.gss.stonybrook.edu/api/3,62,active
data.hub.geosphere.at,GeoSphere Austria Data Hub,https://data.hub.geosphere.at,ckan,Open data portal,federal,AT,Austria,GeoSphere Austria,Academy,https://data.hub.geosphere.at/api/3,96,active
data.hub.zamg.ac.at,Geosphere Austria Open Data,https://data.hub.zamg.ac.at,ckan,Open data portal,federal,AT,Austria,"GeoSphere Austria – Bundesanstalt für Geologie, Geophysik, Klimatologie und Meteorologie",Academy,https://data.hub.zamg.ac.at/api/3,0,active
repo.dainst.org,German Archaeological Institute Open Data Portal,https://repo.dainst.org,ckan,Open data portal,federal,DE,Germany,German Archaeological Institute,Academy,https://repo.dainst.org/api/3,53,active
gerontomics.aging-research.group,Gerontomics,https://gerontomics.aging-research.group/,ckan,Open data portal,federal,RO,Romania,Institute of Biochemistry of the Romanian Academy,Academy,https://gerontomics.aging-research.group/api/3,0,active
